comment,grade,time,area
池子里鱼儿，孤独地吮吸着氧气，只有那丝光亮支撑着我们活下去的勇气 每个人都是住在人类身体里的外星人，在孤独的旅程中寻找同类。 星星发亮是为了让每一个人都能找到属于自己的星星。 千寻就是那个来自B612星球的小王子，温暖别人，照亮远方。 过于温暖的日系治愈剧，调色过头太过惨白，基本没有音乐，节奏和时长也就太过缓慢了！ 这不是村姑，简直就是圣姑！,3,2023-03-22 08:38:09,江苏
情节拖沓，风俗女主太过个性……,3,2023-03-09 01:08:58,云南
如今的村花是能将一个平庸的本子提升很多档次的，那不着痕迹的表演最为自然。在她一人身上的光环太强烈了，会忘记了今泉监督以及叙事的存在。3.8,4,2023-02-28 16:16:25,上海
温柔地包容，不过观感真的很中庸——,2,2023-03-05 23:51:33,北京
网飞日本真的厉害啊……拿着a24般的剧本，用了文艺片专业户导演，请了超人气但戏路窄的女星，疯狂恰饭,2,2023-02-27 22:13:57,上海
虽然跳出了今泉力哉擅长的多角恋题材，但内核还是生活中的那份偶然，村花就像深夜食堂的老板在治愈各式各样的人，而她自己的经历又有几分神秘，在她的影响下，其他人之间也产生了正向的互动，所以平时遇到同个星球的人时一定要多多散发善意，最后村花真是愈发的甜了。,4,2023-02-24 00:49:55,山东
村花演得真好 或者说她本身具有这个人物的内核 上一个把大家连结在一起然后悄悄消失的是横道世之介吗,4,2023-03-17 16:03:20,上海
3.3分。,3,2023-03-20 00:00:09,安徽
距离横道世之介可能还是差那么几层意思。,3,2023-03-24 23:00:05,陕西
从良村花：表面波澜不惊，内心却在对抗全世界。,4,2023-03-19 22:43:49,河北
每个人心里都住着一个外星人，在地球上孤独地寻找着自己的同乡。家庭，团体，亲密关系，处处都有碰撞，弱小者压抑、痛苦，倒不是因为不够坚强，而是更敏感、更有顾虑。,4,2023-03-01 21:52:57,江苏
确实琢磨不透千寻小姐，但是给人感觉既孤独又清爽，就像来自不同的星球，从事特殊职业带给她的是不同的看待人和事物的方式，曾被他人温柔对待，也始终愿意温暖对待他人。家庭环境压抑的女高中生，沉默的拾荒老人，知错能改的熊孩子，以及仿佛她母亲般失明的多惠。以及像她父亲的前风俗店店长，米娜桑都被千寻周遭温和的空气、以及处事不惊的性格所感染。离开了便当屋来到了农场，又可以开始自己新的生活。懂得随时入世又可以随时抽身，心怀感激和善良，遇到的人也都不会差。,4,2023-03-03 16:29:54,上海
3.5，蛮舒服的,3,2023-03-05 23:12:38,广东
当然是理想化的神隐生活，怎么会有前性工作者还能这样生活呢。联想到她以前是性工作者的职业，这种神隐的生活方式便有了几分惆怅的意味。因为性工作者，是一份填补亲密关系缝隙的职业，如今不再做这份工作的千寻，并没有与任何人建立亲密关系，但却以某种填补生活缝隙的方式，和身边的人们发生着关系。,3,2023-02-25 18:15:31,北京
很喜欢在拆迁楼里宇部千夏讨论漫画的那段，还有第一次提到每个人都是来自外星球的那段，千寻在神社那吃着寿司卷的那段很感人，尤其是想去握又不敢握的那段。不过还是更想看完全由今泉个人编剧的“爱而不得的群像剧”电影。漫画阵容很豪华啊，全是名作啊喂：大橋裕之 高橋留美子 つげ義春 等等，啊，真的很喜欢宇部千夏这个角色！,4,2023-03-02 00:56:35,上海
原谅所有人。get到了架纯肢体的美感了,comment-time ,2023-03-07 01:24:02,山东
相比《在街上》，这次的剧本略逊一筹，边缘人群生活不易但相互抚慰，有些过于治愈糖分过高的感觉。有村架纯还是很美的。,4,2023-02-26 13:42:44,浙江
3.5 温暖别人 治不好自己的孤独 但也还能走下去,3,2023-02-24 23:36:43,浙江
丰岛花啊～,3,2023-02-23 22:46:54,上海
既然有人已经注意到说“把饭吃的怎么干净一定不是坏人”，那我说点其他的。 大概25.371万年前，一个智人无意识地为了保护另一个瘸腿的智人，顺手操起了一根猛犸象的耻骨重重地砸在了剑齿虎的头上。 造物主一号被三万光年外眼前的景象所震撼，瞄了一眼二号。 二号抿了抿嘴角的炒面，喝了一大口啤酒说到：这就是我们最开始的样子。他们不知道到何时才能意识到自己是外来者，不知道到何时才能恍然大悟都是孤独的继承，更不知道到何时才能明白能有一个‘人’能笑着陪你吃好多饭是多么的珍贵。 千寻，千里难寻，千里终寻。,4,2023-02-27 22:08:47,河南
https://www.douban.com/group/topic/285256139/,1,2023-03-20 06:28:48,辽宁
追求 Be Water 的我 大概是什么星球都不属于吧,4,2023-03-25 23:46:27,上海
没脾气，一言难尽。,3,2023-03-04 16:10:50,广西
最大的感受是，短发女性不再具有女性性感，只是一个超强工具性的女人。小城母亲，岗地母亲，甚至垂垂老矣的多惠都是证明。头发最短的是岗地母亲，只有厨娘身份，连母亲的光环都消失了。,3,2023-03-05 18:11:06,山东
+,3,2023-03-15 20:51:14,中国香港
"很多人一生对各种事各种人温柔包容，其实是对自己的无法忍受。另外个小姐姐简直日本Dita Von Teese,好看。两个小姑娘好可爱，好像。",3,2023-03-10 13:19:13,上海
撒马利亚女孩渴望温暖自己遇到的人，她没做到的事情千寻小姐做到了，自己却默默的行走在这世间，孤独的完成一段又一段的旅程。想和千寻小姐一起去很远的远方，想想还是算了，没有人人有权利夺走这份属于她的孤独。,4,2023-03-13 23:40:17,天津
看得费劲。,3,2023-03-02 13:35:51,江苏
有村架纯个人秀。,4,2023-02-23 20:40:28,浙江
画面挺美的 村花可爱 这个女孩子有点过于美好了 有点超脱于现实,4,2023-03-06 01:00:09,上海
是啊 她并不坚强所以要更肆意地活着，这是对自我内心的支撑，是渴望被看见的孤独气息。,4,2023-03-24 16:22:42,浙江
完全是冲着村花那张美丽又略带忧郁的脸断断续续看完的，今泉力哉真是那种可以把什么都拍的冗长无趣的导演啊……千寻就是人群中那个孤独的“天使”，治愈别人同时也自我疗伤。,3,2023-03-19 15:28:19,安徽
呃 好土,2,2023-03-15 18:05:54,澳大利亚
さみしさも。よろこびも。心のままに生きていく。,4,2023-02-24 21:41:06,日本
是的，我们都是孤独星球来的人。,5,2023-02-26 08:19:10,广东
俗。日影里常有这样的人：热烈的投入生活，建立丰盈的关系，又忽然消失。她以改变自己的周围来确认自己的存在和价值，但对这些改变却不负任何责任。热烈是真的，冷酷也是真的。但看得多了，厌倦这种虚假的精神逃亡也是真的。,2,2023-03-24 12:02:58,北京
孤单又总给陌生人带来温暖的千寻。,4,2023-02-26 19:43:09,上海
在周四的下午，看这部片让我昏昏欲睡。对周围人都很关心的风尘女子，总有不能释怀的过去。不过拍的好像过于美好了。,3,2023-03-02 17:41:12,天津
观感像《横道世之介》。孤独是抽离，因为大家来自不同的星球。千寻的疏离稳重透彻感，在村花身上也有投射，不妨也说，这是一个很适合也得到很好诠释的角色。,4,2023-03-04 12:12:17,中国澳门
千寻小姐，在不为人知的很多疲労困憊之后依然认真生活，她的笑容背后有很多的悲伤和寂寞。找到同一个星星上的人不容易，所以看千寻和多恵在车里拥抱会突然泪如雨下。整体感觉不太今泉，反而有很多是枝裕和的感觉。反而是最后院线特供的彩蛋又找回来今泉独有的源于尴尬的幽默感。@池袋シネマ・ロサ,4,2023-02-27 00:15:38,日本
过分日式小甜片了些，但今泉桑的片总给我一种上海话说很瑟意的感觉，无论是人物、情景还是镜头语言。水底小金鱼这躺平意象太适合我,3,2023-02-28 21:18:33,上海
圣母转世？,1,2023-03-02 14:38:07,北京
温柔的言语，坦诚的心灵，不被浑浊侵染，也不留恋阳光，讲过往的故事，听他人的孤独，人与人之间的相遇，可以照亮内心，不依赖也不占有，一期一会，在不同的人那里看见自己，在相同的人那里看见别人，就这样在海底等待浮出的那一刻。,4,2023-02-23 21:09:57,北京
村花演技好棒,4,2023-02-23 19:35:04,上海
【D】,2,2023-03-11 19:10:50,意大利
有村架纯把温暖、热烈、孤独、从容的千寻演得非常透彻，被千寻狠狠的治愈了。我们都是来自不同星球住在人类身体里的外星人，来自同一个星球的同类，总有一天都会遇到的。,4,2023-02-26 22:32:05,云南
天使漫步。,4,2023-03-08 00:00:03,河北
千寻小姐姐真好呀！,4,2023-03-20 20:05:12,辽宁
有些轻飘飘的感觉，那份孤独依稀能看到却又感受不到。,3,2023-02-26 16:16:56,北京
这种微妙的孤独感实在是太治愈了~,5,2023-03-04 12:17:24,广东
我们都是长在自己身体里的外星人。来自不同星球。永远孤身一人，永远互不理解。只是偶尔，偶尔也会互相依偎，相互取暖。,4,2023-02-23 23:30:34,上海
守护天使在人间，基本延续了漫画感的叙事，现实基础嵌入诗意情节，大概率不会失手，或有组织松散之嫌，但群像的魅力渐渐与主人公的篇幅分庭抗礼的时候，反而有了另一种风味。有村的表演较花束恋爱更加稳定从容，于类型人物的状态下已基本做到极致，能不能突破舒适区可能又是另一个问题了。,4,2023-03-03 21:08:48,河北
叙事节奏非常日式，画面干净，情绪舒缓。群像也不错，每个人都有各自被生活撕开的口子，女主像一个创可贴，温柔的触碰到了每个人的伤口。 她永远脸上带着笑，她亲近猫猫，她把流浪老人带回家给他洗澡，她对全世界温柔，却让人感觉她自己无比孤独。 有的人就是这样，把所有的能量向外输出，在他人被自己温暖的过程中感受活着的意义。 当电影的最后，看到女主也尝试“向内温柔”时，那一刻确实很打动人。,4,2023-03-05 22:45:02,陕西
我，的，天，啊！怎么这么做作！,2,2023-03-07 09:12:48,浙江
电影一般。村花越来越有余裕感了，不错。,2,2023-03-06 11:02:38,日本
春天的午后真是看日影的好时光，我发现平时如果要是晚上的话或者是在影院，找一部这样电影来看，可能会多少有些枯燥，并且尤其不是一个人看时。但是在午后阳光下一个人时，好像是加了buff，啊怎么会看得这么得劲。刚看完，但讲真我也没咋在意剧情就是全片跟着感觉走就看完了。莫名心情感到很平静，说话似乎都跟着和和气气了起来,4,2023-03-12 17:50:55,辽宁
太喜欢影片的节奏和色调了。尾声的部分还是觉得遗憾，我很希望千寻留下来和大家一起生活 —— 或许是因为我不懂得孤独、也无法理解真正孤独的人吧。她始终以一种包容豁达的姿态拥抱这个世界，善待每个人（即便是一开始对她很不友善的人），但她好像也只有跟前店长还有多惠姨才说过一点点心里话。外热而内冷，所以最后决定离开好像也是情理之中。关于千寻母亲是什么样的人，她的家庭状况如何，她在入风俗业之前究竟身陷什么样的绝境，影片没有具体交代，只能通过冈地和小诚这两条支线的投射去拼凑对她过去的想象。,4,2023-03-17 00:07:59,上海
祝愿每个ちひろさん都能遇到那些和她一样来自同一个星球的人。,3,2023-03-01 20:34:54,湖北
看完很安静 就像千寻 在最后也是安静地离开 感觉村花演技越来越好了 她那张乖乖女的脸演这样风尘又充满神秘的女人一点儿也没有违和感 只是故事的展开围绕了太多人 反而对千寻有些不公 了解得太少 有些可惜,3,2023-03-10 15:43:33,日本
村花的电影我看了好多啊,4,2023-03-04 20:31:59,广西
她显然是孤独的，但有村架纯的眼睛里，闪烁着一种迷人的光芒，照亮其他孤独的人。,4,2023-03-07 16:13:37,江苏
这不就女版深夜食堂么。,3,2023-03-01 04:09:24,意大利
看完苏打看村花（大脸），不知不觉花束都上了一周年了，好快。“来自同一个星球的人，难寻。”现实的压力过大，短期内似乎已经无法被治愈了。,3,2023-02-23 23:19:48,广东
看完想去看漫画,comment-time ,2023-03-11 00:34:33,江苏
变着花样致敬各种导演的今泉力哉，这次盲选了冲田修一？没能找到将心理活动视觉化的有效方法，不得已使用一些试图糊弄但难掩尴尬的正反打。对这类一半明媚一半忧伤，与世界格格不入又看透世间风景的边缘人也有些看腻了。,2,2023-03-20 22:44:50,北京
1、生活流叙事还得看日影，平实的视角，淡然的口吻，即使前身是风俗店小姐也一点没有沾染擦边的颜色，还是小清新的日常展示；2、电影把人物最关键的身份隐去，让千寻的转变成了云淡风轻，鼓励人的笑好像假笑，即使再正能量也感受不到重量。,3,2023-03-07 22:44:19,浙江
孤独是一个人的狂欢,4,2023-02-25 14:08:34,辽宁
202303在很多人看来，女性就像是一个容器，可她的孤独——散步又有几人可以看见。很多年以后，我才明白，那些让我流泪的一个个瞬间都是对曾经缺失寻觅而不得的破洞。有村架纯的疏离感就是中景和远景时想看她的近景，而真到了近景又想拉远。看了她的《休工》，她本身也应该很孤单吧。,comment-time ,2023-03-25 23:06:53,江苏
得了甲流，39度烧了一夜，退烧后，昏昏沉沉，于白日，看了千寻小姐。人类的孤独没有尽头，可能是我醉了吧，电影中生活的点滴美好，稍稍慰藉了我空虚的心灵。,3,2023-03-12 11:17:29,山东
2.5 情境写作依旧极佳。前半里关于救赎的演练只是在虚无角色，以至于很难不将其视作形同茜色如烧的“温柔”剥削，后半最终建立的感觉几乎仅是悬浮性的,3,2023-02-26 00:27:18,江西
千寻这个角色，真的是太治愈了啊！如果在生活中能有千寻这样的朋友就太好了,4,2023-03-07 21:22:34,四川
就是那种，明明知道只值三点五星，却打了四星的电影。 有村的个人气质使得故事温暖得再虚假也能骗我看下去，她能让我心里很平静、很平静。也许是《短剧开始啦》里的人设给了我太多共鸣，就这样喜欢上这个不算美丽却又很美丽的有村。 以及，谁不希望在很小的时候，在还没长歪的时候，在来得及救赎的时候，能遇到一位優しい的千寻小姐呢？,4,2023-02-27 17:41:40,江苏
治癒 但是現在不太能被這種打動了,3,2023-03-01 11:18:13,上海
可以反复品味的作品。 在生活中寻找不同的可能性，让人心生向往。 特别喜欢每个人都来自不同的星球，不求理解。如果能遇到同一个星球的人，则是满心欢喜。 ——2023.03.19,4,2023-03-19 11:30:31,浙江
無論去到哪裡，孤獨都會如影隨形，軀殼內的空洞不會因為物理的轉移而被填充。不過比起前風俗娘，千尋明明在挖坑（物理意義）上更體現了純熟的技藝⋯,3,2023-02-28 18:06:24,澳大利亚
補標。,4,2023-02-27 19:51:56,北京
今泉力哉真是日本中生代最温柔最会拍都市的导演了,4,2023-02-23 18:52:14,北京
村花太好看了！！！！！！,4,2023-03-05 14:04:17,四川
沒有愛情，友情也不是那麽濃烈，親情更加寡淡，但是同類人之間卻能找到歸屬感，不分年齡和血脈。仿佛不經意之間的故事，卻將人深深卷入其中，不是因為好奇而看下去，而是為了體驗，體驗好像另外一個自己在其中找尋想要的世界。在她非常小的時候，自己坐在孤獨的臺階上吃便當，周圍有很害怕的風聲，是叫千尋的女人給了她非常直接的，沒有任何顧忌和希望從中得到什麽回饋的陪伴，也讓千尋第一次感受到仿佛母愛一般的溫暖。 最後，千尋也許是原諒了母親吧，因為她已經從自己的星球上被其中的同類治愈了童年的孤獨感，變成了回歸另外一個被稱之為正常世界的普通人，她有了新的工作，要認識一群新的人，不再賭氣一般告訴別人自己曾經是小姐，而告訴他們：我曾經在便利店。能拍出精神層面的微妙質感，追影體驗感極其享受！,5,2023-02-26 20:25:05,山东
现在不行哦。我在水底。,4,2023-03-23 17:40:22,北京
有村演出了人物笑容背后的深沉，但是整体来看很多地方还是稍显刻意。,3,2023-02-24 17:06:30,重庆
【2.5】把社会边缘者回归主流生活的故事拍成了俗不可耐的日式寡淡鸡汤。对这种过于健康的拍法实在提不起观影热情，职业演员的匠气演出也让人无从消受。,2,2023-03-12 02:56:53,贵州
让我想起了苍井优主演的《百万元与苦虫女》，只不过这部电影的节奏要更内敛些，而且对过去的自我和亲密关系的追寻主题要更广更明显一些。但整体来说要更内敛慢节奏。,4,2023-03-06 03:34:51,瑞典
这不就是中国古代那种借名妓浇才子块垒一类故事的变形嘛,2,2023-02-28 18:53:14,上海
其实看不进去 但是小诚的妈妈太好看了 所以坚持看完,2,2023-03-19 15:51:10,北京
大多数人都是这样，安静的活着，悄然的离开，生活在别处，与陌生人相处，做一个不坏的人，千寻在寻找什么？你又在寻找什么？,3,2023-03-07 16:36:33,河北
怎么会有这么无聊的电影？,2,2023-03-07 10:32:40,北京
“只要对自己或别人不抱有期待，就会变得容易一点。” 多孤独的人，也遇得到同一星球的人。,4,2023-03-14 22:07:56,湖南
3.5 村花的疏离感和这个角色很契合 总是有更喜欢下雨天的人 也总是有将自己包裹在防沉迷模式中的人,4,2023-02-25 13:18:51,广东
带不走的，丢不掉的，让大雨侵蚀吧~,3,2023-03-12 22:08:35,北京
千寻就是一道光，她路过的地方就有温暖，她温暖了别人改变了别人，而自己还在孤独的远方不停漂流而去。,4,2023-02-27 23:49:15,云南
今泉这次终于用了些明显场景与情节之间的互动和调度，更多让非文本的细节来给提供信息量（当然文本还是一如既往的直接输出）。感觉主题和东京教父有点相似，都是关于反传统的亲密关系是如何建立的。,5,2023-03-25 20:50:04,上海
能理解一些 不多,4,2023-03-24 00:16:39,上海
日本到底要拍多少个这样的故事啊……,2,2023-03-01 20:35:44,福建
我想到了《横道世之介》，千寻小姐是当下，横道世之介是追忆，一个人如何自己孤独的同时却温暖了那么多人。又有点类似于多年前的《百万元与苦虫女》，后者更轻松一点，而本片主人公和周围的人温暖的笑容后都有着深藏的暗影，可是乌云背后也有幸福线，把别人送的盒饭吃的开心地干干净净的也是本事，到处都能找到工作并且和周围人交往得好也是本事啊。,4,2023-02-28 14:58:25,山东
挺现实的生活琐事，讲述得却很虚幻。千寻小姐身世成谜，脱离风俗行业，来到小镇便当店工作。看似乐观面对生活，帮助生活中边缘人士，有如圣母一样的情怀。却有着入骨的孤独感，并享受这样的孤独。她只是寻找声气相投的人士，当生活进入到熟悉情景有着温暖情感之时，又迅速离去，到一个更为陌生环境中。“我们都是外星人，进入到人类身体里。彼此寻找同星球上的人。”拍得有些刻意了，且拖沓无比。,3,2023-03-18 09:27:19,广东
这种温暖与游离一体两面的气质，在日影中已经成为一个流派了。欲言又止的悬浮感很挑演员的气质以及导演对于氛围的把控，幸好这个电影两点都做得不错。,4,2023-03-06 09:00:11,北京
